trial_id,run_id,resolution_minutes,outer_fold,model,c_value,inner_fold_count,inner_event_count,inner_oof_brier,inner_fold_brier_json,selected
e1e80b857fb48028,fd436f33a3bfef1e,1,8,m1,10,3,16397,0.224101497417,"[0.23030810328265897, 0.21123015803988268, 0.2323227481736094]",False
7a1dc877753fcc7d,fd436f33a3bfef1e,1,9,m0,0.01,3,16330,0.226014959798,"[0.21144956341511054, 0.2327774737057715, 0.23560235705999402]",True
b90761dd7c5048a6,fd436f33a3bfef1e,1,9,m0,0.1,3,16330,0.226017782012,"[0.21144846930896768, 0.2327838290772143, 0.2356060866339718]",False
8d35e218875ee883,fd436f33a3bfef1e,1,9,m0,1,3,16330,0.226018077451,"[0.2114483709676118, 0.232784480915822, 0.23560647219057684]",False
d15b911584aa5328,fd436f33a3bfef1e,1,9,m0,10,3,16330,0.226018107132,"[0.21144836124889368, 0.2327845462666756, 0.23560651087609505]",False
fd4b6b619c2f744d,fd436f33a3bfef1e,1,9,m1,0.01,3,16330,0.225706046848,"[0.2112290265120783, 0.23231688645952836, 0.2353430515105265]",True
5b685f01efc800e5,fd436f33a3bfef1e,1,9,m1,0.1,3,16330,0.225709423811,"[0.21123002907646063, 0.23232215425594202, 0.2353472233468686]",False
4d982f4f5141404a,fd436f33a3bfef1e,1,9,m1,1,3,16330,0.225709776338,"[0.21123014615603955, 0.23232269405859207, 0.23534765490966225]",False
dae16202a1774389,fd436f33a3bfef1e,1,9,m1,10,3,16330,0.225709811745,"[0.21123015803988268, 0.2323227481736094, 0.23534769821500837]",False
f823086f766a2b8f,fd436f33a3bfef1e,1,10,m0,0.01,3,16194,0.22920729694,"[0.2327774737057715, 0.23560235705999402, 0.22010633057178486]",True
39685c387f02d6ec,fd436f33a3bfef1e,1,10,m0,0.1,3,16194,0.229211240537,"[0.2327838290772143, 0.2356060866339718, 0.2201083057749045]",False
a7741ff0b409bcba,fd436f33a3bfef1e,1,10,m0,1,3,16194,0.22921164608,"[0.232784480915822, 0.23560647219057684, 0.22010850857841255]",False
3e1e727906f46fad,fd436f33a3bfef1e,1,10,m0,10,3,16194,0.22921168675,"[0.2327845462666756, 0.23560651087609505, 0.2201085289130466]",False
ac91557474b4fd7e,fd436f33a3bfef1e,1,10,m1,0.01,3,16194,0.228938628983,"[0.23231688645952836, 0.2353430515105265, 0.2200013685493524]",True
cf546ffd74680359,fd436f33a3bfef1e,1,10,m1,0.1,3,16194,0.228942520576,"[0.23232215425594202, 0.2353472233468686, 0.220003766029679]",False
7ca3f313d1bef399,fd436f33a3bfef1e,1,10,m1,1,3,16194,0.228942919741,"[0.23232269405859207, 0.23534765490966225, 0.22000400904213663]",False
c11fcf1b5a48f591,fd436f33a3bfef1e,1,10,m1,10,3,16194,0.228942959761,"[0.2323227481736094, 0.23534769821500837, 0.22000403337728358]",False
801d5fff7cb3e5f3,fd436f33a3bfef1e,1,11,m0,0.01,3,16963,0.222342210967,"[0.23560235705999402, 0.22010633057178486, 0.21266307625391864]",True
3527d6035a67042e,fd436f33a3bfef1e,1,11,m0,0.1,3,16963,0.222343802308,"[0.2356060866339718, 0.2201083057749045, 0.2126623853927503]",False
0f43d7d483b2a050,fd436f33a3bfef1e,1,11,m0,1,3,16963,0.222343967717,"[0.23560647219057684, 0.22010850857841255, 0.21266231789458953]",False
ea3bd0160daf85d5,fd436f33a3bfef1e,1,11,m0,10,3,16963,0.222343984323,"[0.23560651087609505, 0.2201085289130466, 0.21266231116123155]",False
1f35427e9f974f33,fd436f33a3bfef1e,1,11,m1,0.01,3,16963,0.222213662398,"[0.2353430515105265, 0.2200013685493524, 0.2126284814342168]",True
9554b15cfe58fef9,fd436f33a3bfef1e,1,11,m1,0.1,3,16963,0.222215697997,"[0.2353472233468686, 0.220003766029679, 0.21262825791705606]",False
6ea46b90ba5cb200,fd436f33a3bfef1e,1,11,m1,1,3,16963,0.222215907566,"[0.23534765490966225, 0.22000400904213663, 0.21262823675784479]",False
5e29bebc02b1a346,fd436f33a3bfef1e,1,11,m1,10,3,16963,0.222215928586,"[0.23534769821500837, 0.22000403337728358, 0.21262823465410421]",False
