trial_id,run_id,resolution_minutes,outer_fold,model,alpha,inner_fold_count,inner_event_count,inner_oof_mean_squared_error,inner_fold_mse_json,selected
8a4431a43446e238,0879361214fdad9f,5,3,cross_market,10,3,6419,30.7970397627,"[30.414031871650263, 26.11076739000627, 35.45401539313108]",False
db5be2192244c61e,0879361214fdad9f,5,3,cross_market,100,3,6419,30.7880515959,"[30.394644329326212, 26.10929447720393, 35.44803146248325]",False
fd83cb11de3bf004,0879361214fdad9f,5,3,cross_market,1000,3,6419,30.7434215985,"[30.30996294987981, 26.09680431005948, 35.4120439840804]",True
30efe351a32b0f16,0879361214fdad9f,5,4,nq_only,0.01,3,6720,87.0572295481,"[26.149471330722886, 35.35270221398827, 186.10589160765232]",False
fc0e3523517d64e0,0879361214fdad9f,5,4,nq_only,0.1,3,6720,87.0572276246,"[26.149467843517158, 35.352701433449354, 186.105889950805]",False
c3bff0cea1d703b6,0879361214fdad9f,5,4,nq_only,1,3,6720,87.0572083969,"[26.149432986796818, 35.352693630497726, 186.1058733879755]",False
2d45a9f99d3ca08e,0879361214fdad9f,5,4,nq_only,10,3,6720,87.057016871,"[26.14908594679738, 35.35261584383868, 186.1057083217437]",False
05f29382cde46892,0879361214fdad9f,5,4,nq_only,100,3,6720,87.0551736381,"[26.145762035351748, 35.351861397694776, 186.10411162302785]",False
e786d166e8b5fc7e,0879361214fdad9f,5,4,nq_only,1000,3,6720,87.0418022061,"[26.12278197695618, 35.34603169559324, 186.09190124431905]",True
94c20473a81e1de3,0879361214fdad9f,5,4,cross_market,0.01,3,6720,86.9771479709,"[26.11092324783957, 35.454734785696274, 185.82295456717188]",True
a9bc2a92f406a0cf,0879361214fdad9f,5,4,cross_market,0.1,3,6720,86.9771522936,"[26.11092185398967, 35.454728249256, 185.8229737203165]",False
c8ee2c827fc3d723,0879361214fdad9f,5,4,cross_market,1,3,6720,86.977195438,"[26.110907904831294, 35.45466294092551, 185.82316498174143]",False
6432b82e0599386d,0879361214fdad9f,5,4,cross_market,10,3,6720,86.977618787,"[26.11076739000627, 35.45401539313108, 185.82505097386039]",False
2e8f3e5d6b53ac99,0879361214fdad9f,5,4,cross_market,100,3,6720,86.9811531263,"[26.10929447720393, 35.44803146248325, 185.8415817247801]",False
aef27bfb31fdc0f2,0879361214fdad9f,5,4,cross_market,1000,3,6720,86.9906330163,"[26.09680431005948, 35.4120439840804, 185.91149866223776]",False
204b2edbc2416f00,0879361214fdad9f,5,5,nq_only,0.01,3,6943,87.1634313041,"[35.35270221398827, 186.10589160765232, 32.44665201422923]",False
