trial_id,run_id,resolution_minutes,outer_fold,model,c_value,inner_fold_count,inner_event_count,inner_oof_brier,inner_fold_brier_json,selected
05fe78b69db1c0f9,5840890d5afe6d1c,5,7,m1,10,3,6756,0.242127707855,"[0.24187054263564317, 0.24221242094663933, 0.24230889978643302]",False
0c15a624ffdefb45,5840890d5afe6d1c,5,8,m0,0.01,3,6654,0.243056692219,"[0.2416116153045217, 0.24222390700600674, 0.24537380329921957]",True
010d6cb2106c17a1,5840890d5afe6d1c,5,8,m0,0.1,3,6654,0.243061999036,"[0.24161542661245802, 0.2422226541247557, 0.24538724486108723]",False
90d93e358d1ecffb,5840890d5afe6d1c,5,8,m0,1,3,6654,0.243062551205,"[0.241615827785356, 0.2422225300048125, 0.24538863244357068]",False
91a0de3bd0292f86,5840890d5afe6d1c,5,8,m0,10,3,6654,0.243062606645,"[0.24161586810924018, 0.2422225176057664, 0.24538877165085332]",False
b3d3e0d498065a2c,5840890d5afe6d1c,5,8,m1,0.01,3,6654,0.24326080144,"[0.24219385926629805, 0.24230721391169313, 0.24531262342849267]",True
483154b8204511c7,5840890d5afe6d1c,5,8,m1,0.1,3,6654,0.243271368097,"[0.24221057266003682, 0.24230857580296722, 0.24532616823752326]",False
41c5a6c74326b521,5840890d5afe6d1c,5,8,m1,1,3,6654,0.243272497758,"[0.24221225296219367, 0.24230887007311327, 0.24532757556680526]",False
7c219bef53ae5200,5840890d5afe6d1c,5,8,m1,10,3,6654,0.243272610984,"[0.24221242094663933, 0.24230889978643302, 0.24532771684445087]",False
50729f09753d1d8f,5840890d5afe6d1c,5,9,m0,0.01,3,6612,0.243864485557,"[0.24222390700600674, 0.24537380329921957, 0.24400637100712788]",True
babf90aae4df8161,5840890d5afe6d1c,5,9,m0,0.1,3,6612,0.24386871876,"[0.2422226541247557, 0.24538724486108723, 0.24400693444625227]",False
96e4fdabd1c756ee,5840890d5afe6d1c,5,9,m0,1,3,6612,0.24386915683,"[0.2422225300048125, 0.24538863244357068, 0.24400699060018552]",False
b218f60e26269a49,5840890d5afe6d1c,5,9,m0,10,3,6612,0.24386920079,"[0.2422225176057664, 0.24538877165085332, 0.24400699621348193]",False
671f99477b35e480,5840890d5afe6d1c,5,9,m1,0.01,3,6612,0.243745410293,"[0.24230721391169313, 0.24531262342849267, 0.24362670378739154]",True
81ed0b7c08b4fa1c,5840890d5afe6d1c,5,9,m1,0.1,3,6612,0.243748849694,"[0.24230857580296722, 0.24532616823752326, 0.24362216218943597]",False
bfa82102e6e98b70,5840890d5afe6d1c,5,9,m1,1,3,6612,0.243749362722,"[0.24230887007311327, 0.24532757556680526, 0.24362200391997005]",False
