trial_id,run_id,resolution_minutes,outer_fold,model,alpha,inner_fold_count,inner_event_count,inner_oof_mean_squared_error,inner_fold_mse_json,selected
179ae3d563795214,a33442697ca39f89,5,6,nq_only,0.1,3,2718,43.5478373191,"[38.09671968660011, 37.90361062154169, 54.76314684884012]",False
e938da590b0928ab,a33442697ca39f89,5,6,nq_only,1,3,2718,43.5471545179,"[38.095675947651856, 37.90297029707777, 54.76276686731872]",False
1231cf7aeab9f5a2,a33442697ca39f89,5,6,nq_only,10,3,2718,43.5405162266,"[38.08544846020981, 37.89674923074716, 54.75914530056654]",False
46ec4e52c130bb44,a33442697ca39f89,5,6,nq_only,100,3,2718,43.4885795373,"[37.999707614933556, 37.84875188213231, 54.7356107115907]",False
ae06bab2561da888,a33442697ca39f89,5,6,nq_only,1000,3,2718,43.3028487361,"[37.62629222908282, 37.73487761287812, 54.6547543246882]",True
c7ef56c05d1e3027,a33442697ca39f89,5,6,cross_market,0.01,3,2718,44.3186316341,"[38.095843519306044, 38.23207046897835, 56.74471714923004]",False
6041526f514712d4,a33442697ca39f89,5,6,cross_market,0.1,3,2718,44.3178565636,"[38.09547329995763, 38.23143917815961, 56.74340014473378]",False
879aace7867cf75b,a33442697ca39f89,5,6,cross_market,1,3,2718,44.310195873,"[38.09183987136788, 38.2252001968302, 56.730357585829324]",False
e5d156beb49ecb9b,a33442697ca39f89,5,6,cross_market,10,3,2718,44.2416531178,"[38.06144630231179, 38.16945133456014, 56.611545567704724]",False
ed4d21989cc37241,a33442697ca39f89,5,6,cross_market,100,3,2718,43.9229088099,"[37.9687969575617, 37.91736185859587, 56.00456450612219]",False
7e3634dfaf2309c4,a33442697ca39f89,5,6,cross_market,1000,3,2718,43.5043301011,"[37.76035066927332, 37.68706547181244, 55.18460657869284]",True
0a88dc2207e295ce,a33442697ca39f89,5,7,nq_only,0.01,3,2854,70.1160098783,"[37.903674841254, 54.7631850319365, 114.43452730790173]",False
e97ff9ba3fb52a87,a33442697ca39f89,5,7,nq_only,0.1,3,2854,70.1159323069,"[37.90361062154169, 54.76314684884012, 114.4344017336102]",False
90ed11f65a1d1b87,a33442697ca39f89,5,7,nq_only,1,3,2854,70.1151588366,"[37.90297029707777, 54.76276686731872, 114.43314893987096]",False
6b622c178b79a8e0,a33442697ca39f89,5,7,nq_only,10,3,2854,70.1076423028,"[37.89674923074716, 54.75914530056654, 114.42090911593064]",False
2287855481e0867f,a33442697ca39f89,5,7,nq_only,100,3,2854,70.0493763552,"[37.84875188213231, 54.7356107115907, 114.3217422106773]",False
1fa31f170eff9110,a33442697ca39f89,5,7,nq_only,1000,3,2854,69.8665288854,"[37.73487761287812, 54.6547543246882, 113.98197999694636]",True
9cd2871bb29939aa,a33442697ca39f89,5,7,cross_market,0.01,3,2854,71.3913799727,"[38.23207046897835, 56.74471714923004, 115.97413159689751]",False
0fbb85cc33e5a2e1,a33442697ca39f89,5,7,cross_market,0.1,3,2854,71.3901145689,"[38.23143917815961, 56.74340014473378, 115.97231125708065]",False
bf958643b1d68b20,a33442697ca39f89,5,7,cross_market,1,3,2854,71.3775861422,"[38.2252001968302, 56.730357585829324, 115.95428079290365]",False
7bbfa53e66b8abfe,a33442697ca39f89,5,7,cross_market,10,3,2854,71.2637535341,"[38.16945133456014, 56.611545567704724, 115.7898438246422]",False
f24b81c00f0c7a12,a33442697ca39f89,5,7,cross_market,100,3,2854,70.6997013419,"[37.91736185859587, 56.00456450612219, 114.96852287823198]",False
e477470f60aa1e01,a33442697ca39f89,5,7,cross_market,1000,3,2854,70.0836688188,"[37.68706547181244, 55.18460657869284, 114.16973641521389]",True
bd81a73368951090,a33442697ca39f89,5,8,nq_only,0.01,3,2786,75.5405418755,"[54.7631850319365, 114.43452730790173, 52.53822451494436]",False
7f48b5c086430c0f,a33442697ca39f89,5,8,nq_only,0.1,3,2786,75.5404762042,"[54.76314684884012, 114.4344017336102, 52.53819886999432]",False
45ca8a74a30b93c6,a33442697ca39f89,5,8,nq_only,1,3,2786,75.5398213794,"[54.76276686731872, 114.43314893987096, 52.53794314359814]",False
7de0cf2b95d53319,a33442697ca39f89,5,8,nq_only,10,3,2786,75.533456948,"[54.75914530056654, 114.42090911593064, 52.53545690062986]",False
5224f8352e6b1783,a33442697ca39f89,5,8,nq_only,100,3,2786,75.4841731187,"[54.7356107115907, 114.3217422106773, 52.516590295629875]",False
ba9efa769284ea8b,a33442697ca39f89,5,8,nq_only,1000,3,2786,75.3372826198,"[54.6547543246882, 113.98197999694636, 52.52147740611533]",True
4eec7f2bacbc3b85,a33442697ca39f89,5,8,cross_market,0.01,3,2786,76.6832172329,"[56.74471714923004, 115.97413159689751, 52.37502127381926]",False
de1b1c5756f4548b,a33442697ca39f89,5,8,cross_market,0.1,3,2786,76.6820897933,"[56.74340014473378, 115.97231125708065, 52.3748741144567]",False
0a858c697a6875f1,a33442697ca39f89,5,8,cross_market,1,3,2786,76.670926694,"[56.730357585829324, 115.95428079290365, 52.37342730115486]",False
eeaafb45c3c331af,a33442697ca39f89,5,8,cross_market,10,3,2786,76.5694724678,"[56.611545567704724, 115.7898438246422, 52.36120716670434]",False
5ec84dffa64a5432,a33442697ca39f89,5,8,cross_market,100,3,2786,76.0719404988,"[56.00456450612219, 114.96852287823198, 52.34302347374151]",False
2601e25b590726c4,a33442697ca39f89,5,8,cross_market,1000,3,2786,75.5789546057,"[55.18460657869284, 114.16973641521389, 52.53066363118474]",True
dbe11a0ca44d46ae,a33442697ca39f89,5,9,nq_only,0.01,3,2775,76.3891613915,"[114.43452730790173, 52.53822451494436, 57.15505030933602]",False
1dbfa18a106d18b4,a33442697ca39f89,5,9,nq_only,0.1,3,2775,76.3891007196,"[114.4344017336102, 52.53819886999432, 57.15502807191777]",False
a19ee7b526d7e636,a33442697ca39f89,5,9,nq_only,1,3,2775,76.3884954768,"[114.43314893987096, 52.53794314359814, 57.154806260684495]",False
f986b9f00dcbbe1c,a33442697ca39f89,5,9,nq_only,10,3,2775,76.3825875076,"[114.42090911593064, 52.53545690062986, 57.152643472450656]",False
de20c1223317e204,a33442697ca39f89,5,9,nq_only,100,3,2775,76.3353164802,"[114.3217422106773, 52.516590295629875, 57.135710420968145]",False
2504e2ce6e0e6d26,a33442697ca39f89,5,9,nq_only,1000,3,2775,76.2098870785,"[113.98197999694636, 52.52147740611533, 57.122661593189974]",True
31a394948ca397b4,a33442697ca39f89,5,9,cross_market,0.01,3,2775,77.0531869031,"[115.97413159689751, 52.37502127381926, 57.65286375663408]",False
470814d33de0afd1,a33442697ca39f89,5,9,cross_market,0.1,3,2775,77.0523548419,"[115.97231125708065, 52.3748741144567, 57.65246642563498]",False
